X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date
-71.4390199996157,42.0899410004378,654905,FB-0303-S,,Forge Park/495,Forge Park/495 - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.089941,-71.43902,CR-zone-6,,https://www.mbta.com/stops/place-FB-0303,,0,place-FB-0303,1,Franklin,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.176189999923,42.3958959999362,654907,FR-0064,,Belmont,Belmont - Commuter Rail,,Commuter Rail,42.395896,-71.17619,CR-zone-1,,https://www.mbta.com/stops/place-FR-0064,,0,place-FR-0064,2,Belmont,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.176189999923,42.3958959999362,654908,FR-0064-01,,Belmont,Belmont - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.395896,-71.17619,CR-zone-1,,https://www.mbta.com/stops/place-FR-0064,,0,place-FR-0064,2,Belmont,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.176189999923,42.3958959999362,654909,FR-0064-02,,Belmont,Belmont - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.395896,-71.17619,CR-zone-1,,https://www.mbta.com/stops/place-FR-0064,,0,place-FR-0064,2,Belmont,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1907439996551,42.3876000004006,654911,FR-0074,,Waverley,Waverley - Commuter Rail,,Commuter Rail,42.3876,-71.190744,CR-zone-1,,https://www.mbta.com/stops/place-FR-0074,,0,place-FR-0074,2,Belmont,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1907439996551,42.3876000004006,654912,FR-0074-01,,Waverley,Waverley - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.3876,-71.190744,CR-zone-1,,https://www.mbta.com/stops/place-FR-0074,,0,place-FR-0074,2,Belmont,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.1907439996551,42.3876000004006,654913,FR-0074-02,,Waverley,Waverley - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.3876,-71.190744,CR-zone-1,,https://www.mbta.com/stops/place-FR-0074,,0,place-FR-0074,2,Belmont,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2356149999526,42.3742960001122,654915,FR-0098,,Waltham,Waltham - Commuter Rail,,Commuter Rail,42.374296,-71.235615,CR-zone-2,,https://www.mbta.com/stops/place-FR-0098,,0,place-FR-0098,1,Waltham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2386720002117,42.3736979999744,654916,FR-0098-01,,Waltham,Waltham - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.373698,-71.238672,CR-zone-2,,https://www.mbta.com/stops/place-FR-0098,,0,place-FR-0098,1,Waltham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2356149999526,42.3742960001122,654917,FR-0098-S,,Waltham,Waltham - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.374296,-71.235615,CR-zone-2,,https://www.mbta.com/stops/place-FR-0098,,0,place-FR-0098,1,Waltham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2600650000103,42.3618979997785,654919,FR-0115,,Brandeis/Roberts,Brandeis/Roberts - Commuter Rail,,Commuter Rail,42.361898,-71.260065,CR-zone-2,,https://www.mbta.com/stops/place-FR-0115,,0,place-FR-0115,1,Waltham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2600650000103,42.3618979997785,654920,FR-0115-01,,Brandeis/Roberts,Brandeis/Roberts - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.361898,-71.260065,CR-zone-2,,https://www.mbta.com/stops/place-FR-0115,,0,place-FR-0115,1,Waltham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2600650000103,42.3618979997785,654921,FR-0115-02,,Brandeis/Roberts,Brandeis/Roberts - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.361898,-71.260065,CR-zone-2,,https://www.mbta.com/stops/place-FR-0115,,0,place-FR-0115,1,Waltham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2824110003166,42.3789700003946,654923,FR-0132,,Kendal Green,Kendal Green - Commuter Rail,,Commuter Rail,42.37897,-71.282411,CR-zone-3,,https://www.mbta.com/stops/place-FR-0132,,0,place-FR-0132,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2824110003166,42.3789700003946,654924,FR-0132-01,,Kendal Green,Kendal Green - Commuter Rail - Track 1,1,Track 1,42.37897,-71.282411,CR-zone-3,,https://www.mbta.com/stops/place-FR-0132,,0,place-FR-0132,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2824110003166,42.3789700003946,654925,FR-0132-02,,Kendal Green,Kendal Green - Commuter Rail - Track 2,2,Track 2,42.37897,-71.282411,CR-zone-3,,https://www.mbta.com/stops/place-FR-0132,,0,place-FR-0132,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2892030005418,42.3857549999667,654927,FR-0137,,Hastings,Hastings - Commuter Rail,,Commuter Rail,42.385755,-71.289203,CR-zone-3,,https://www.mbta.com/stops/place-FR-0137,,0,place-FR-0137,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2892030005418,42.3857549999667,654928,FR-0137-01,,Hastings,Hastings - Commuter Rail - Track 1,1,Track 1,42.385755,-71.289203,CR-zone-3,,https://www.mbta.com/stops/place-FR-0137,,0,place-FR-0137,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2892030005418,42.3857549999667,654929,FR-0137-02,,Hastings,Hastings - Commuter Rail - Track 2,2,Track 2,42.385755,-71.289203,CR-zone-3,,https://www.mbta.com/stops/place-FR-0137,,0,place-FR-0137,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3023570000158,42.3956250001414,654931,FR-0147,,Silver Hill,Silver Hill - Commuter Rail,,Commuter Rail,42.395625,-71.302357,CR-zone-3,,https://www.mbta.com/stops/place-FR-0147,,0,place-FR-0147,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3023570000158,42.3956250001414,654932,FR-0147-01,,Silver Hill,Silver Hill - Commuter Rail - Track 1,1,Track 1,42.395625,-71.302357,CR-zone-3,,https://www.mbta.com/stops/place-FR-0147,,0,place-FR-0147,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3023570000158,42.3956250001414,654933,FR-0147-02,,Silver Hill,Silver Hill - Commuter Rail - Track 2,2,Track 2,42.395625,-71.302357,CR-zone-3,,https://www.mbta.com/stops/place-FR-0147,,0,place-FR-0147,2,Weston,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3254039996242,42.4134199997341,654935,FR-0167,,Lincoln,Lincoln - Commuter Rail,,Commuter Rail,42.41342,-71.325404,CR-zone-4,,https://www.mbta.com/stops/place-FR-0167,,0,place-FR-0167,2,Lincoln,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3264619999946,42.4149830000352,654936,FR-0167-01,,Lincoln,Lincoln - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.414983,-71.326462,CR-zone-4,,https://www.mbta.com/stops/place-FR-0167,,0,place-FR-0167,2,Lincoln,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3255119999476,42.4136410004177,654937,FR-0167-02,,Lincoln,Lincoln - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.413641,-71.325512,CR-zone-4,,https://www.mbta.com/stops/place-FR-0167,,0,place-FR-0167,2,Lincoln,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3576769997421,42.4565650002578,654939,FR-0201,,Concord,Concord - Commuter Rail,,Commuter Rail,42.456565,-71.357677,CR-zone-5,,https://www.mbta.com/stops/place-FR-0201,,0,place-FR-0201,2,Concord,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3576769997421,42.4565650002578,654940,FR-0201-01,,Concord,Concord - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.456565,-71.357677,CR-zone-5,,https://www.mbta.com/stops/place-FR-0201,,0,place-FR-0201,2,Concord,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.3576769997421,42.4565650002578,654941,FR-0201-02,,Concord,Concord - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.456565,-71.357677,CR-zone-5,,https://www.mbta.com/stops/place-FR-0201,,0,place-FR-0201,2,Concord,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.392892000344,42.4570429997095,654943,FR-0219,,West Concord,West Concord - Commuter Rail,,Commuter Rail,42.457043,-71.392892,CR-zone-5,,https://www.mbta.com/stops/place-FR-0219,,0,place-FR-0219,1,Concord,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.392892000344,42.4570429997095,654944,FR-0219-01,,West Concord,West Concord - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.457043,-71.392892,CR-zone-5,,https://www.mbta.com/stops/place-FR-0219,,0,place-FR-0219,1,Concord,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.392892000344,42.4570429997095,654945,FR-0219-02,,West Concord,West Concord - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.457043,-71.392892,CR-zone-5,,https://www.mbta.com/stops/place-FR-0219,,0,place-FR-0219,1,Concord,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.4577440005655,42.4603749998155,654947,FR-0253,,South Acton,South Acton - Commuter Rail,,Commuter Rail,42.460375,-71.457744,CR-zone-6,,https://www.mbta.com/stops/place-FR-0253,,0,place-FR-0253,1,Acton,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.4577440005655,42.4603749998155,654948,FR-0253-01,,South Acton,South Acton - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.460375,-71.457744,CR-zone-6,,https://www.mbta.com/stops/place-FR-0253,,0,place-FR-0253,1,Acton,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.4577440005655,42.4603749998155,654949,FR-0253-02,,South Acton,South Acton - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.460375,-71.457744,CR-zone-6,,https://www.mbta.com/stops/place-FR-0253,,0,place-FR-0253,1,Acton,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.5026430002383,42.5192360002813,654951,FR-0301,,Littleton/Route 495,Littleton/Route 495 - Commuter Rail,,Commuter Rail,42.519236,-71.502643,CR-zone-7,,https://www.mbta.com/stops/place-FR-0301,,0,place-FR-0301,1,Littleton,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.5026430002383,42.5192360002813,654952,FR-0301-01,,Littleton/Route 495,Littleton/Route 495 - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.519236,-71.502643,CR-zone-7,,https://www.mbta.com/stops/place-FR-0301,,0,place-FR-0301,1,Littleton,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.5026430002383,42.5192360002813,654953,FR-0301-02,,Littleton/Route 495,Littleton/Route 495 - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.519236,-71.502643,CR-zone-7,,https://www.mbta.com/stops/place-FR-0301,,0,place-FR-0301,1,Littleton,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.5884760000937,42.5590740003412,654955,FR-0361,,Ayer,Ayer - Commuter Rail,,Commuter Rail,42.559074,-71.588476,CR-zone-8,,https://www.mbta.com/stops/place-FR-0361,,0,place-FR-0361,2,Ayer,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.5884760000937,42.5590740003412,654956,FR-0361-01,,Ayer,Ayer - Commuter Rail - Track 1,1,Track 1,42.559074,-71.588476,CR-zone-8,,https://www.mbta.com/stops/place-FR-0361,,0,place-FR-0361,2,Ayer,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.5884760000937,42.5590740003412,654957,FR-0361-02,,Ayer,Ayer - Commuter Rail - Track 2,2,Track 2,42.559074,-71.588476,CR-zone-8,,https://www.mbta.com/stops/place-FR-0361,,0,place-FR-0361,2,Ayer,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.6480039996426,42.5450889996219,654959,FR-0394,,Shirley,Shirley - Commuter Rail,,Commuter Rail,42.545089,-71.648004,CR-zone-8,,https://www.mbta.com/stops/place-FR-0394,,0,place-FR-0394,2,Shirley,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.6480039996426,42.5450889996219,654960,FR-0394-01,,Shirley,Shirley - Commuter Rail - Track 1,1,Track 1,42.545089,-71.648004,CR-zone-8,,https://www.mbta.com/stops/place-FR-0394,,0,place-FR-0394,2,Shirley,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.6480039996426,42.5450889996219,654961,FR-0394-02,,Shirley,Shirley - Commuter Rail - Track 2,2,Track 2,42.545089,-71.648004,CR-zone-8,,https://www.mbta.com/stops/place-FR-0394,,0,place-FR-0394,2,Shirley,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.7391860000439,42.5390170001064,654963,FR-0451,,North Leominster,North Leominster - Commuter Rail,,Commuter Rail,42.539017,-71.739186,CR-zone-8,,https://www.mbta.com/stops/place-FR-0451,,0,place-FR-0451,1,Leominster,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.7391860000439,42.5390170001064,654964,FR-0451-01,,North Leominster,North Leominster - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.539017,-71.739186,CR-zone-8,,https://www.mbta.com/stops/place-FR-0451,,0,place-FR-0451,1,Leominster,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.7391860000439,42.5390170001064,654965,FR-0451-02,,North Leominster,North Leominster - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.539017,-71.739186,CR-zone-8,,https://www.mbta.com/stops/place-FR-0451,,0,place-FR-0451,1,Leominster,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.7926109999163,42.5807199998082,654967,FR-0494-CS,,Fitchburg,Fitchburg - Commuter Rail - Track 3 (All Trains),3,Track 3 (All Trains),42.58072,-71.792611,CR-zone-8,,https://www.mbta.com/stops/place-FR-0494,,0,place-FR-0494,1,Fitchburg,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.8484880004438,42.5534769999955,654969,FR-3338-CS,,Wachusett,Wachusett - Commuter Rail - Track 3 (All Trains),3,Track 3 (All Trains),42.553477,-71.848488,CR-zone-8,,https://www.mbta.com/stops/place-FR-3338,,0,place-FR-3338,1,Fitchburg,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-71.2615099994315,42.0950999997196,654971,FS-0049-S,,Foxboro,Foxboro - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.0951,-71.26151,CR-zone-4,,https://www.mbta.com/stops/place-FS-0049,,0,place-FS-0049,1,Foxborough,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8692539998447,42.5621710003886,654973,GB-0198,,Montserrat,Montserrat - Commuter Rail,,Commuter Rail,42.562171,-70.869254,CR-zone-4,,https://www.mbta.com/stops/place-GB-0198,,0,place-GB-0198,1,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8692539998447,42.5621710003886,654974,GB-0198-01,,Montserrat,Montserrat - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.562171,-70.869254,CR-zone-4,,https://www.mbta.com/stops/place-GB-0198,,0,place-GB-0198,1,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8692539998447,42.5621710003886,654975,GB-0198-02,,Montserrat,Montserrat - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.562171,-70.869254,CR-zone-4,,https://www.mbta.com/stops/place-GB-0198,,0,place-GB-0198,1,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8255410001589,42.5594460002543,654977,GB-0222,,Prides Crossing,Prides Crossing - Commuter Rail,,Commuter Rail,42.559446,-70.825541,CR-zone-5,,https://www.mbta.com/stops/place-GB-0222,,0,place-GB-0222,2,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8255410001589,42.5594460002543,654978,GB-0222-01,,Prides Crossing,Prides Crossing - Commuter Rail - Track 1,1,Track 1,42.559446,-70.825541,CR-zone-5,,https://www.mbta.com/stops/place-GB-0222,,0,place-GB-0222,2,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8255410001589,42.5594460002543,654979,GB-0222-02,,Prides Crossing,Prides Crossing - Commuter Rail - Track 2,2,Track 2,42.559446,-70.825541,CR-zone-5,,https://www.mbta.com/stops/place-GB-0222,,0,place-GB-0222,2,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8114049999216,42.5616510002294,654981,GB-0229,,Beverly Farms,Beverly Farms - Commuter Rail,,Commuter Rail,42.561651,-70.811405,CR-zone-5,,https://www.mbta.com/stops/place-GB-0229,,0,place-GB-0229,1,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8114049999216,42.5616510002294,654982,GB-0229-01,,Beverly Farms,Beverly Farms - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.561651,-70.811405,CR-zone-5,,https://www.mbta.com/stops/place-GB-0229,,0,place-GB-0229,1,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8114049999216,42.5616510002294,654983,GB-0229-02,,Beverly Farms,Beverly Farms - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.561651,-70.811405,CR-zone-5,,https://www.mbta.com/stops/place-GB-0229,,0,place-GB-0229,1,Beverly,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7700900001288,42.5736870002248,654985,GB-0254,,Manchester,Manchester - Commuter Rail,,Commuter Rail,42.573687,-70.77009,CR-zone-6,,https://www.mbta.com/stops/place-GB-0254,,0,place-GB-0254,1,Manchester-by-the-Sea,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7700900001288,42.5736870002248,654986,GB-0254-01,,Manchester,Manchester - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.573687,-70.77009,CR-zone-6,,https://www.mbta.com/stops/place-GB-0254,,0,place-GB-0254,1,Manchester-by-the-Sea,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7700900001288,42.5736870002248,654987,GB-0254-02,,Manchester,Manchester - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.573687,-70.77009,CR-zone-6,,https://www.mbta.com/stops/place-GB-0254,,0,place-GB-0254,1,Manchester-by-the-Sea,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7054170003843,42.6119329997541,654989,GB-0296,,West Gloucester,West Gloucester - Commuter Rail,,Commuter Rail,42.611933,-70.705417,CR-zone-7,,https://www.mbta.com/stops/place-GB-0296,,0,place-GB-0296,1,Gloucester,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7054170003843,42.6119329997541,654990,GB-0296-01,,West Gloucester,West Gloucester - Commuter Rail - Track 1 (Outbound),1,Track 1 (Outbound),42.611933,-70.705417,CR-zone-7,,https://www.mbta.com/stops/place-GB-0296,,0,place-GB-0296,1,Gloucester,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7054170003843,42.6119329997541,654991,GB-0296-02,,West Gloucester,West Gloucester - Commuter Rail - Track 2 (Boston),2,Track 2 (Boston),42.611933,-70.705417,CR-zone-7,,https://www.mbta.com/stops/place-GB-0296,,0,place-GB-0296,1,Gloucester,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.6683449995761,42.6167989999768,654993,GB-0316-S,,Gloucester,Gloucester - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.616799,-70.668345,CR-zone-7,,https://www.mbta.com/stops/place-GB-0316,,0,place-GB-0316,1,Gloucester,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.6270550000776,42.6554909998338,654995,GB-0353-S,,Rockport,Rockport - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.655491,-70.627055,CR-zone-8,,https://www.mbta.com/stops/place-GB-0353,,0,place-GB-0353,1,Rockport,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.968152000305,42.2215029996627,654997,GRB-0118-S,,Weymouth Landing/East Braintree,Weymouth Landing/East Braintree - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.221503,-70.968152,CR-zone-2,,https://www.mbta.com/stops/place-GRB-0118,,0,place-GRB-0118,1,Weymouth,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.9214000002578,42.2190999997583,654999,GRB-0146-S,,East Weymouth,East Weymouth - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.2191,-70.9214,CR-zone-2,,https://www.mbta.com/stops/place-GRB-0146,,0,place-GRB-0146,1,Weymouth,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.9027080005242,42.2358380001171,655001,GRB-0162-S,,West Hingham,West Hingham - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.235838,-70.902708,CR-zone-3,,https://www.mbta.com/stops/place-GRB-0162,,0,place-GRB-0162,1,Hingham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8692049996211,42.2449589996653,655003,GRB-0183-S,,Nantasket Junction,Nantasket Junction - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.244959,-70.869205,CR-zone-4,,https://www.mbta.com/stops/place-GRB-0183,,0,place-GRB-0183,1,Hingham,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.8375290004326,42.2442099998538,655005,GRB-0199-S,,Cohasset,Cohasset - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.24421,-70.837529,CR-zone-4,,https://www.mbta.com/stops/place-GRB-0199,,0,place-GRB-0199,1,Cohasset,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7886019997829,42.2195280004449,655007,GRB-0233-S,,North Scituate,North Scituate - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.219528,-70.788602,CR-zone-5,,https://www.mbta.com/stops/place-GRB-0233,,0,place-GRB-0233,1,Scituate,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
-70.7466410005413,42.1787760000106,655009,GRB-0276-S,,Greenbush,Greenbush - Commuter Rail - Track 1 (All Trains),1,Track 1 (All Trains),42.178776,-70.746641,CR-zone-6,,https://www.mbta.com/stops/place-GRB-0276,,0,place-GRB-0276,1,Scituate,,,2,,,,,,,,,DOT_ADMIN,2023/05/30 14:10:22+00,DOT_ADMIN,2023/05/30 14:10:22+00
